time,granularity,bid_o,bid_h,bid_l,bid_c,ask_o,ask_h,ask_l,ask_c,volume,complete
2024-01-10T18:00:00+00:00,H4,1.10161,1.10429,1.10017,1.10285,1.10176,1.10444,1.10032,1.10300,10000,True
2024-01-10T22:00:00+00:00,H4,1.10285,1.10440,1.10118,1.10273,1.10300,1.10455,1.10133,1.10288,10000,True
2024-01-11T02:00:00+00:00,H4,1.10273,1.10382,1.10071,1.10180,1.10288,1.10397,1.10086,1.10195,10000,True
2024-01-11T06:00:00+00:00,H4,1.10180,1.10342,1.09928,1.10089,1.10195,1.10357,1.09943,1.10104,10000,True
2024-01-11T10:00:00+00:00,H4,1.10089,1.10347,1.09903,1.10161,1.10104,1.10362,1.09918,1.10176,10000,True
2024-01-11T14:00:00+00:00,H4,1.10161,1.10343,1.10061,1.10243,1.10176,1.10358,1.10076,1.10258,10000,True
2024-01-11T18:00:00+00:00,H4,1.10243,1.10406,1.10140,1.10303,1.10258,1.10421,1.10155,1.10318,10000,True
2024-01-11T22:00:00+00:00,H4,1.10303,1.10479,1.10053,1.10229,1.10318,1.10494,1.10068,1.10244,10000,True
2024-01-12T02:00:00+00:00,H4,1.10229,1.10381,1.10103,1.10255,1.10244,1.10396,1.10118,1.10270,10000,True
2024-01-12T06:00:00+00:00,H4,1.10255,1.10447,1.10076,1.10268,1.10270,1.10462,1.10091,1.10283,10000,True
2024-01-12T10:00:00+00:00,H4,1.10268,1.10410,1.10150,1.10292,1.10283,1.10425,1.10165,1.10307,10000,True
2024-01-12T14:00:00+00:00,H4,1.10292,1.10569,1.10111,1.10388,1.10307,1.10584,1.10126,1.10403,10000,True
2024-01-12T18:00:00+00:00,H4,1.10388,1.10550,1.10251,1.10413,1.10403,1.10565,1.10266,1.10428,10000,True
2024-01-12T22:00:00+00:00,H4,1.10413,1.10629,1.10272,1.10488,1.10428,1.10644,1.10287,1.10503,10000,True
2024-01-15T02:00:00+00:00,H4,1.10488,1.10680,1.10303,1.10495,1.10503,1.10695,1.10318,1.10510,10000,True
2024-01-15T06:00:00+00:00,H4,1.10495,1.10648,1.10375,1.10527,1.10510,1.10663,1.10390,1.10542,10000,True
2024-01-15T10:00:00+00:00,H4,1.10527,1.10699,1.10426,1.10597,1.10542,1.10714,1.10441,1.10612,10000,True
2024-01-15T14:00:00+00:00,H4,1.10597,1.10715,1.10318,1.10436,1.10612,1.10730,1.10333,1.10451,10000,True
2024-01-15T18:00:00+00:00,H4,1.10436,1.10583,1.10253,1.10401,1.10451,1.10598,1.10268,1.10416,10000,True
2024-01-15T22:00:00+00:00,H4,1.10401,1.10481,1.10268,1.10349,1.10416,1.10496,1.10283,1.10364,10000,True
2024-01-16T02:00:00+00:00,H4,1.10349,1.10502,1.10125,1.10278,1.10364,1.10517,1.10140,1.10293,10000,True
2024-01-16T06:00:00+00:00,H4,1.10278,1.10393,1.10133,1.10248,1.10293,1.10408,1.10148,1.10263,10000,True
2024-01-16T10:00:00+00:00,H4,1.10248,1.10583,1.10077,1.10413,1.10263,1.10598,1.10092,1.10428,10000,True
2024-01-16T14:00:00+00:00,H4,1.10413,1.10466,1.10264,1.10317,1.10428,1.10481,1.10279,1.10332,10000,True
2024-01-16T18:00:00+00:00,H4,1.10317,1.10531,1.10211,1.10424,1.10332,1.10546,1.10226,1.10439,10000,True
2024-01-16T22:00:00+00:00,H4,1.10424,1.10501,1.10162,1.10239,1.10439,1.10516,1.10177,1.10254,10000,True
2024-01-17T02:00:00+00:00,H4,1.10239,1.10343,1.10097,1.10202,1.10254,1.10358,1.10112,1.10217,10000,True
2024-01-17T06:00:00+00:00,H4,1.10202,1.10360,1.10061,1.10220,1.10217,1.10375,1.10076,1.10235,10000,True
2024-01-17T10:00:00+00:00,H4,1.10220,1.10411,1.10093,1.10284,1.10235,1.10426,1.10108,1.10299,10000,True
2024-01-17T14:00:00+00:00,H4,1.10284,1.10487,1.10160,1.10363,1.10299,1.10502,1.10175,1.10378,10000,True
2024-01-17T18:00:00+00:00,H4,1.10363,1.10578,1.10235,1.10450,1.10378,1.10593,1.10250,1.10465,10000,True
2024-01-17T22:00:00+00:00,H4,1.10450,1.10590,1.10273,1.10412,1.10465,1.10605,1.10288,1.10427,10000,True
2024-01-18T02:00:00+00:00,H4,1.10412,1.10511,1.10262,1.10361,1.10427,1.10526,1.10277,1.10376,10000,True
2024-01-18T06:00:00+00:00,H4,1.10361,1.10611,1.10205,1.10455,1.10376,1.10626,1.10220,1.10470,10000,True
2024-01-18T10:00:00+00:00,H4,1.10455,1.10610,1.10280,1.10434,1.10470,1.10625,1.10295,1.10449,10000,True
2024-01-18T14:00:00+00:00,H4,1.10434,1.10579,1.10148,1.10294,1.10449,1.10594,1.10163,1.10309,10000,True
2024-01-18T18:00:00+00:00,H4,1.10294,1.10444,1.10018,1.10169,1.10309,1.10459,1.10033,1.10184,10000,True
2024-01-18T22:00:00+00:00,H4,1.10169,1.10310,1.09925,1.10067,1.10184,1.10325,1.09940,1.10082,10000,True
2024-01-19T02:00:00+00:00,H4,1.10067,1.10321,1.09868,1.10122,1.10082,1.10336,1.09883,1.10137,10000,True
2024-01-19T06:00:00+00:00,H4,1.10122,1.10267,1.09993,1.10138,1.10137,1.10282,1.10008,1.10153,10000,True
2024-01-19T10:00:00+00:00,H4,1.10138,1.10336,1.10016,1.10214,1.10153,1.10351,1.10031,1.10229,10000,True
2024-01-19T14:00:00+00:00,H4,1.10214,1.10321,1.10059,1.10167,1.10229,1.10336,1.10074,1.10182,10000,True
2024-01-19T18:00:00+00:00,H4,1.10167,1.10282,1.10069,1.10184,1.10182,1.10297,1.10084,1.10199,10000,True
2024-01-19T22:00:00+00:00,H4,1.10184,1.10344,1.10093,1.10253,1.10199,1.10359,1.10108,1.10268,10000,True
2024-01-22T02:00:00+00:00,H4,1.10253,1.10356,1.10116,1.10219,1.10268,1.10371,1.10131,1.10234,10000,True
2024-01-22T06:00:00+00:00,H4,1.10219,1.10399,1.10089,1.10269,1.10234,1.10414,1.10104,1.10284,10000,True
2024-01-22T10:00:00+00:00,H4,1.10269,1.10413,1.10053,1.10196,1.10284,1.10428,1.10068,1.10211,10000,True
2024-01-22T14:00:00+00:00,H4,1.10196,1.10330,1.10023,1.10156,1.10211,1.10345,1.10038,1.10171,10000,True
2024-01-22T18:00:00+00:00,H4,1.10156,1.10263,1.10008,1.10114,1.10171,1.10278,1.10023,1.10129,10000,True
2024-01-22T22:00:00+00:00,H4,1.10114,1.10276,1.09821,1.09983,1.10129,1.10291,1.09836,1.09998,10000,True
2024-01-23T02:00:00+00:00,H4,1.09983,1.10193,1.09826,1.10036,1.09998,1.10208,1.09841,1.10051,10000,True
2024-01-23T06:00:00+00:00,H4,1.10036,1.10163,1.09858,1.09985,1.10051,1.10178,1.09873,1.10000,10000,True
2024-01-23T10:00:00+00:00,H4,1.09985,1.10097,1.09874,1.09986,1.10000,1.10112,1.09889,1.10001,10000,True
2024-01-23T14:00:00+00:00,H4,1.09986,1.10189,1.09836,1.10039,1.10001,1.10204,1.09851,1.10054,10000,True
2024-01-23T18:00:00+00:00,H4,1.10039,1.10226,1.09901,1.10088,1.10054,1.10241,1.09916,1.10103,10000,True
2024-01-23T22:00:00+00:00,H4,1.10088,1.10246,1.10004,1.10161,1.10103,1.10261,1.10019,1.10176,10000,True
2024-01-24T02:00:00+00:00,H4,1.10161,1.10291,1.10021,1.10151,1.10176,1.10306,1.10036,1.10166,10000,True
2024-01-24T06:00:00+00:00,H4,1.10151,1.10291,1.09963,1.10104,1.10166,1.10306,1.09978,1.10119,10000,True
2024-01-24T10:00:00+00:00,H4,1.10104,1.10206,1.09993,1.10095,1.10119,1.10221,1.10008,1.10110,10000,True
2024-01-24T14:00:00+00:00,H4,1.10095,1.10233,1.09771,1.09910,1.10110,1.10248,1.09786,1.09925,10000,True
2024-01-24T18:00:00+00:00,H4,1.09910,1.09993,1.09667,1.09751,1.09925,1.10008,1.09682,1.09766,10000,True
2024-01-24T22:00:00+00:00,H4,1.09751,1.09926,1.09430,1.09606,1.09766,1.09941,1.09445,1.09621,10000,True
2024-01-25T02:00:00+00:00,H4,1.09606,1.09778,1.09324,1.09496,1.09621,1.09793,1.09339,1.09511,10000,True
2024-01-25T06:00:00+00:00,H4,1.09496,1.09663,1.09373,1.09540,1.09511,1.09678,1.09388,1.09555,10000,True
2024-01-25T10:00:00+00:00,H4,1.09540,1.09683,1.09298,1.09441,1.09555,1.09698,1.09313,1.09456,10000,True
2024-01-25T14:00:00+00:00,H4,1.09441,1.09493,1.09347,1.09400,1.09456,1.09508,1.09362,1.09415,10000,True
2024-01-25T18:00:00+00:00,H4,1.09400,1.09635,1.09306,1.09542,1.09415,1.09650,1.09321,1.09557,10000,True
2024-01-25T22:00:00+00:00,H4,1.09542,1.09664,1.09381,1.09503,1.09557,1.09679,1.09396,1.09518,10000,True
2024-01-26T02:00:00+00:00,H4,1.09503,1.09680,1.09406,1.09584,1.09518,1.09695,1.09421,1.09599,10000,True
2024-01-26T06:00:00+00:00,H4,1.09584,1.09738,1.09326,1.09481,1.09599,1.09753,1.09341,1.09496,10000,True
2024-01-26T10:00:00+00:00,H4,1.09481,1.09678,1.09262,1.09459,1.09496,1.09693,1.09277,1.09474,10000,True
2024-01-26T14:00:00+00:00,H4,1.09459,1.09551,1.09262,1.09355,1.09474,1.09566,1.09277,1.09370,10000,True
2024-01-26T18:00:00+00:00,H4,1.09355,1.09459,1.09214,1.09318,1.09370,1.09474,1.09229,1.09333,10000,True
2024-01-26T22:00:00+00:00,H4,1.09318,1.09549,1.09179,1.09410,1.09333,1.09564,1.09194,1.09425,10000,True
2024-01-29T02:00:00+00:00,H4,1.09410,1.09594,1.09037,1.09221,1.09425,1.09609,1.09052,1.09236,10000,True
2024-01-29T06:00:00+00:00,H4,1.09221,1.09359,1.09130,1.09268,1.09236,1.09374,1.09145,1.09283,10000,True
2024-01-29T10:00:00+00:00,H4,1.09268,1.09434,1.09129,1.09294,1.09283,1.09449,1.09144,1.09309,10000,True
2024-01-29T14:00:00+00:00,H4,1.09294,1.09485,1.09039,1.09229,1.09309,1.09500,1.09054,1.09244,10000,True
2024-01-29T18:00:00+00:00,H4,1.09229,1.09306,1.08995,1.09072,1.09244,1.09321,1.09010,1.09087,10000,True
2024-01-29T22:00:00+00:00,H4,1.09072,1.09168,1.08983,1.09079,1.09087,1.09183,1.08998,1.09094,10000,True
2024-01-30T02:00:00+00:00,H4,1.09079,1.09196,1.08905,1.09022,1.09094,1.09211,1.08920,1.09037,10000,True
2024-01-30T06:00:00+00:00,H4,1.09022,1.09161,1.08908,1.09047,1.09037,1.09176,1.08923,1.09062,10000,True
2024-01-30T10:00:00+00:00,H4,1.09047,1.09207,1.08890,1.09049,1.09062,1.09222,1.08905,1.09064,10000,True
2024-01-30T14:00:00+00:00,H4,1.09049,1.09363,1.08910,1.09224,1.09064,1.09378,1.08925,1.09239,10000,True
2024-01-30T18:00:00+00:00,H4,1.09224,1.09297,1.09125,1.09198,1.09239,1.09312,1.09140,1.09213,10000,True
2024-01-30T22:00:00+00:00,H4,1.09198,1.09346,1.08939,1.09086,1.09213,1.09361,1.08954,1.09101,10000,True
2024-01-31T02:00:00+00:00,H4,1.09086,1.09218,1.08974,1.09106,1.09101,1.09233,1.08989,1.09121,10000,True
2024-01-31T06:00:00+00:00,H4,1.09106,1.09303,1.08933,1.09130,1.09121,1.09318,1.08948,1.09145,10000,True
2024-01-31T10:00:00+00:00,H4,1.09130,1.09389,1.09019,1.09278,1.09145,1.09404,1.09034,1.09293,10000,True
2024-01-31T14:00:00+00:00,H4,1.09278,1.09480,1.09168,1.09370,1.09293,1.09495,1.09183,1.09385,10000,True
2024-01-31T18:00:00+00:00,H4,1.09370,1.09558,1.09221,1.09409,1.09385,1.09573,1.09236,1.09424,10000,True
2024-01-31T22:00:00+00:00,H4,1.09409,1.09726,1.09252,1.09569,1.09424,1.09741,1.09267,1.09584,10000,True
2024-02-01T02:00:00+00:00,H4,1.09569,1.09715,1.09293,1.09439,1.09584,1.09730,1.09308,1.09454,10000,True
2024-02-01T06:00:00+00:00,H4,1.09439,1.09515,1.09293,1.09369,1.09454,1.09530,1.09308,1.09384,10000,True
2024-02-01T10:00:00+00:00,H4,1.09369,1.09518,1.09119,1.09267,1.09384,1.09533,1.09134,1.09282,10000,True
2024-02-01T14:00:00+00:00,H4,1.09267,1.09365,1.09128,1.09225,1.09282,1.09380,1.09143,1.09240,10000,True
2024-02-01T18:00:00+00:00,H4,1.09225,1.09363,1.08936,1.09075,1.09240,1.09378,1.08951,1.09090,10000,True
2024-02-01T22:00:00+00:00,H4,1.09075,1.09228,1.08990,1.09144,1.09090,1.09243,1.09005,1.09159,10000,True
2024-02-02T02:00:00+00:00,H4,1.09144,1.09289,1.08974,1.09120,1.09159,1.09304,1.08989,1.09135,10000,True
2024-02-02T06:00:00+00:00,H4,1.09120,1.09224,1.08855,1.08959,1.09135,1.09239,1.08870,1.08974,10000,True
2024-02-02T10:00:00+00:00,H4,1.08959,1.09048,1.08760,1.08849,1.08974,1.09063,1.08775,1.08864,10000,True
2024-02-02T14:00:00+00:00,H4,1.08849,1.09037,1.08695,1.08883,1.08864,1.09052,1.08710,1.08898,10000,True
2024-02-02T18:00:00+00:00,H4,1.08883,1.09113,1.08744,1.08974,1.08898,1.09128,1.08759,1.08989,10000,True
2024-02-02T22:00:00+00:00,H4,1.08974,1.09303,1.08863,1.09192,1.08989,1.09318,1.08878,1.09207,10000,True
2024-02-05T02:00:00+00:00,H4,1.09192,1.09690,1.09013,1.09511,1.09207,1.09705,1.09028,1.09526,10000,True
2024-02-05T06:00:00+00:00,H4,1.09511,1.09673,1.09394,1.09556,1.09526,1.09688,1.09409,1.09571,10000,True
2024-02-05T10:00:00+00:00,H4,1.09556,1.09688,1.09315,1.09448,1.09571,1.09703,1.09330,1.09463,10000,True
2024-02-05T14:00:00+00:00,H4,1.09448,1.09587,1.09075,1.09214,1.09463,1.09602,1.09090,1.09229,10000,True
2024-02-05T18:00:00+00:00,H4,1.09214,1.09355,1.09104,1.09244,1.09229,1.09370,1.09119,1.09259,10000,True
2024-02-05T22:00:00+00:00,H4,1.09244,1.09390,1.09009,1.09155,1.09259,1.09405,1.09024,1.09170,10000,True
2024-02-06T02:00:00+00:00,H4,1.09155,1.09268,1.08996,1.09110,1.09170,1.09283,1.09011,1.09125,10000,True
2024-02-06T06:00:00+00:00,H4,1.09110,1.09227,1.08925,1.09043,1.09125,1.09242,1.08940,1.09058,10000,True
2024-02-06T10:00:00+00:00,H4,1.09043,1.09218,1.08852,1.09027,1.09058,1.09233,1.08867,1.09042,10000,True
2024-02-06T14:00:00+00:00,H4,1.09027,1.09241,1.08931,1.09144,1.09042,1.09256,1.08946,1.09159,10000,True
2024-02-06T18:00:00+00:00,H4,1.09144,1.09213,1.09092,1.09161,1.09159,1.09228,1.09107,1.09176,10000,True
2024-02-06T22:00:00+00:00,H4,1.09161,1.09345,1.08960,1.09144,1.09176,1.09360,1.08975,1.09159,10000,True
2024-02-07T02:00:00+00:00,H4,1.09144,1.09358,1.08816,1.09031,1.09159,1.09373,1.08831,1.09046,10000,True
2024-02-07T06:00:00+00:00,H4,1.09031,1.09148,1.08731,1.08848,1.09046,1.09163,1.08746,1.08863,10000,True
2024-02-07T10:00:00+00:00,H4,1.08848,1.08916,1.08728,1.08795,1.08863,1.08931,1.08743,1.08810,10000,True
2024-02-07T14:00:00+00:00,H4,1.08795,1.08916,1.08669,1.08789,1.08810,1.08931,1.08684,1.08804,10000,True
2024-02-07T18:00:00+00:00,H4,1.08789,1.09103,1.08668,1.08982,1.08804,1.09118,1.08683,1.08997,10000,True
2024-02-07T22:00:00+00:00,H4,1.08982,1.09121,1.08857,1.08996,1.08997,1.09136,1.08872,1.09011,10000,True
2024-02-08T02:00:00+00:00,H4,1.08996,1.09198,1.08902,1.09103,1.09011,1.09213,1.08917,1.09118,10000,True
2024-02-08T06:00:00+00:00,H4,1.09103,1.09253,1.08899,1.09049,1.09118,1.09268,1.08914,1.09064,10000,True
2024-02-08T10:00:00+00:00,H4,1.09049,1.09197,1.08772,1.08920,1.09064,1.09212,1.08787,1.08935,10000,True
2024-02-08T14:00:00+00:00,H4,1.08920,1.09001,1.08733,1.08815,1.08935,1.09016,1.08748,1.08830,10000,True
2024-02-08T18:00:00+00:00,H4,1.08815,1.08968,1.08582,1.08736,1.08830,1.08983,1.08597,1.08751,10000,True
2024-02-08T22:00:00+00:00,H4,1.08736,1.09165,1.08538,1.08967,1.08751,1.09180,1.08553,1.08982,10000,True
2024-02-09T02:00:00+00:00,H4,1.08967,1.09104,1.08742,1.08878,1.08982,1.09119,1.08757,1.08893,10000,True
2024-02-09T06:00:00+00:00,H4,1.08878,1.09089,1.08758,1.08969,1.08893,1.09104,1.08773,1.08984,10000,True
2024-02-09T10:00:00+00:00,H4,1.08969,1.09095,1.08745,1.08871,1.08984,1.09110,1.08760,1.08886,10000,True
2024-02-09T14:00:00+00:00,H4,1.08871,1.09123,1.08720,1.08972,1.08886,1.09138,1.08735,1.08987,10000,True
2024-02-09T18:00:00+00:00,H4,1.08972,1.09089,1.08898,1.09014,1.08987,1.09104,1.08913,1.09029,10000,True
2024-02-09T22:00:00+00:00,H4,1.09014,1.09151,1.08861,1.08997,1.09029,1.09166,1.08876,1.09012,10000,True
2024-02-12T02:00:00+00:00,H4,1.08997,1.09115,1.08875,1.08993,1.09012,1.09130,1.08890,1.09008,10000,True
2024-02-12T06:00:00+00:00,H4,1.08993,1.09184,1.08730,1.08921,1.09008,1.09199,1.08745,1.08936,10000,True
2024-02-12T10:00:00+00:00,H4,1.08921,1.09095,1.08796,1.08970,1.08936,1.09110,1.08811,1.08985,10000,True
2024-02-12T14:00:00+00:00,H4,1.08970,1.09155,1.08735,1.08921,1.08985,1.09170,1.08750,1.08936,10000,True
2024-02-12T18:00:00+00:00,H4,1.08921,1.09015,1.08693,1.08787,1.08936,1.09030,1.08708,1.08802,10000,True
2024-02-12T22:00:00+00:00,H4,1.08787,1.08937,1.08499,1.08648,1.08802,1.08952,1.08514,1.08663,10000,True
2024-02-13T02:00:00+00:00,H4,1.08648,1.08808,1.08507,1.08667,1.08663,1.08823,1.08522,1.08682,10000,True
2024-02-13T06:00:00+00:00,H4,1.08667,1.08941,1.08565,1.08839,1.08682,1.08956,1.08580,1.08854,10000,True
2024-02-13T10:00:00+00:00,H4,1.08839,1.08993,1.08702,1.08856,1.08854,1.09008,1.08717,1.08871,10000,True
2024-02-13T14:00:00+00:00,H4,1.08856,1.09026,1.08673,1.08843,1.08871,1.09041,1.08688,1.08858,10000,True
2024-02-13T18:00:00+00:00,H4,1.08843,1.08994,1.08723,1.08874,1.08858,1.09009,1.08738,1.08889,10000,True
2024-02-13T22:00:00+00:00,H4,1.08874,1.09092,1.08799,1.09017,1.08889,1.09107,1.08814,1.09032,10000,True
2024-02-14T02:00:00+00:00,H4,1.09017,1.09171,1.08886,1.09040,1.09032,1.09186,1.08901,1.09055,10000,True
2024-02-14T06:00:00+00:00,H4,1.09040,1.09142,1.08894,1.08996,1.09055,1.09157,1.08909,1.09011,10000,True
2024-02-14T10:00:00+00:00,H4,1.08996,1.09236,1.08876,1.09116,1.09011,1.09251,1.08891,1.09131,10000,True
2024-02-14T14:00:00+00:00,H4,1.09116,1.09291,1.08988,1.09163,1.09131,1.09306,1.09003,1.09178,10000,True
2024-02-14T18:00:00+00:00,H4,1.09163,1.09406,1.09088,1.09331,1.09178,1.09421,1.09103,1.09346,10000,True
2024-02-14T22:00:00+00:00,H4,1.09331,1.09429,1.09253,1.09351,1.09346,1.09444,1.09268,1.09366,10000,True
2024-02-15T02:00:00+00:00,H4,1.09351,1.09498,1.09070,1.09217,1.09366,1.09513,1.09085,1.09232,10000,True
2024-02-15T06:00:00+00:00,H4,1.09217,1.09331,1.08954,1.09068,1.09232,1.09346,1.08969,1.09083,10000,True
2024-02-15T10:00:00+00:00,H4,1.09068,1.09295,1.09021,1.09248,1.09083,1.09310,1.09036,1.09263,10000,True
2024-02-15T14:00:00+00:00,H4,1.09248,1.09594,1.09091,1.09437,1.09263,1.09609,1.09106,1.09452,10000,True
2024-02-15T18:00:00+00:00,H4,1.09437,1.09577,1.09277,1.09417,1.09452,1.09592,1.09292,1.09432,10000,True
2024-02-15T22:00:00+00:00,H4,1.09417,1.09525,1.09267,1.09375,1.09432,1.09540,1.09282,1.09390,10000,True
2024-02-16T02:00:00+00:00,H4,1.09375,1.09623,1.09287,1.09535,1.09390,1.09638,1.09302,1.09550,10000,True
2024-02-16T06:00:00+00:00,H4,1.09535,1.09694,1.09255,1.09414,1.09550,1.09709,1.09270,1.09429,10000,True
2024-02-16T10:00:00+00:00,H4,1.09414,1.09556,1.09173,1.09316,1.09429,1.09571,1.09188,1.09331,10000,True
2024-02-16T14:00:00+00:00,H4,1.09316,1.09596,1.09106,1.09386,1.09331,1.09611,1.09121,1.09401,10000,True
2024-02-16T18:00:00+00:00,H4,1.09386,1.09531,1.09198,1.09343,1.09401,1.09546,1.09213,1.09358,10000,True
2024-02-16T22:00:00+00:00,H4,1.09343,1.09487,1.09199,1.09342,1.09358,1.09502,1.09214,1.09357,10000,True
2024-02-19T02:00:00+00:00,H4,1.09342,1.09468,1.09199,1.09325,1.09357,1.09483,1.09214,1.09340,10000,True
2024-02-19T06:00:00+00:00,H4,1.09325,1.09520,1.09167,1.09362,1.09340,1.09535,1.09182,1.09377,10000,True
2024-02-19T10:00:00+00:00,H4,1.09362,1.09668,1.09210,1.09516,1.09377,1.09683,1.09225,1.09531,10000,True
2024-02-19T14:00:00+00:00,H4,1.09516,1.09698,1.09343,1.09525,1.09531,1.09713,1.09358,1.09540,10000,True
2024-02-19T18:00:00+00:00,H4,1.09525,1.09710,1.09411,1.09596,1.09540,1.09725,1.09426,1.09611,10000,True
2024-02-19T22:00:00+00:00,H4,1.09596,1.09713,1.09255,1.09372,1.09611,1.09728,1.09270,1.09387,10000,True
2024-02-20T02:00:00+00:00,H4,1.09372,1.09487,1.09251,1.09366,1.09387,1.09502,1.09266,1.09381,10000,True
2024-02-20T06:00:00+00:00,H4,1.09366,1.09523,1.09117,1.09274,1.09381,1.09538,1.09132,1.09289,10000,True
2024-02-20T10:00:00+00:00,H4,1.09274,1.09454,1.08961,1.09141,1.09289,1.09469,1.08976,1.09156,10000,True
2024-02-20T14:00:00+00:00,H4,1.09141,1.09257,1.08929,1.09045,1.09156,1.09272,1.08944,1.09060,10000,True
2024-02-20T18:00:00+00:00,H4,1.09045,1.09162,1.08892,1.09009,1.09060,1.09177,1.08907,1.09024,10000,True
2024-02-20T22:00:00+00:00,H4,1.09009,1.09250,1.08867,1.09109,1.09024,1.09265,1.08882,1.09124,10000,True
2024-02-21T02:00:00+00:00,H4,1.09109,1.09231,1.08841,1.08964,1.09124,1.09246,1.08856,1.08979,10000,True
2024-02-21T06:00:00+00:00,H4,1.08964,1.09129,1.08802,1.08967,1.08979,1.09144,1.08817,1.08982,10000,True
